Name,Score
Bobo,0.0
Bobra,1.0
Boby,0.0
Bocar,0.0
Bocephus,0.0
Bodan,0.0
Bode,0.0
Bodean,0.0
Bodee,0.013404825737265416
Boden,0.0
Bodey,0.0
Bodhan,0.0
Bodhi,0.02600866955651884
Bodhin,0.0
Bodi,0.0
Bodie,0.0018867924528301887
Bodin,0.0
Bodyn,0.0
Boe,0.009472259810554804
Boede,0.0
Boedy,0.0
Boen,0.0
Boey,1.0
Bogar,0.0
Bogart,0.0
Bogdan,0.0
Bogdana,1.0
Bohan,0.0
Bohannon,0.0
Bohdan,0.0
Bohden,0.0
Bohdi,0.0
Bohen,0.0
Bohumil,0.0
Boice,0.0
Boise,0.0
Boisey,0.0
Boisy,0.0
Bojan,0.0
Bol,0.0
Bolaji,0.0
Bolanle,1.0
Bolden,0.0
Boleslaus,0.0
Boleslaw,0.0
Bolish,0.0
Bolivar,0.0
Bolivia,1.0
Bolling,0.0
Bolton,0.0
Boluwatife,0.4205607476635514
Bomani,0.0
Bomer,0.0
Bon,0.0
Bona,0.9459459459459459
Bonalyn,1.0
Bonanza,0.0
Bonard,0.0
Boncile,1.0
Bond,0.031578947368421054
Bonda,1.0
Boneita,1.0
Bonell,0.5
Boneta,1.0
Bonetta,1.0
Boneva,1.0
Boney,0.0
Bong,0.0
Bonham,0.0
Boni,1.0
Bonieta,1.0
Boniface,0.0
Bonifacia,1.0
Bonifacio,0.0
Bonique,1.0
Bonita,0.9996817904590173
Bonitta,1.0
Bonna,1.0
Bonne,1.0
Bonnee,1.0
Bonnell,1.0
Bonnelle,1.0
Bonner,0.0
Bonnetta,1.0
Bonnette,1.0
Bonney,0.9889380530973452
Bonni,1.0
Bonnibel,1.0
Bonnie,0.987680951304316
Bonniejean,1.0
Bonniejo,1.0
Bonnielee,1.0
Bonnielou,1.0
Bonnita,1.0
Bonnitta,1.0
Bonny,0.9594216417910447
Bonnye,1.0
Bonzie,1.0
Booker,0.000455622380171314
Bookert,0.0
Boomer,0.0
Boon,0.0
Boone,0.0
Booth,0.0
Boots,0.8169934640522876
Bopha,1.0
Bora,0.2152230971128609
Borach,0.0
Boran,0.0
Borden,0.0
Borghild,1.0
Borgny,1.0
Boris,0.0
Born,0.0
Borna,0.0
Boruch,0.0
Borys,0.0
Bosco,0.0
Bose,0.0
Bosede,1.0
Bosie,0.0
Boss,0.0
Bossie,0.0
Bosten,0.0
Bostin,0.0
Boston,0.08181689942163915
Bostyn,0.6817155756207675
Bostynn,1.0
Boswell,0.0
Boubacar,0.0
Boulder,0.0
Boun,0.0
Bourne,0.0
Bouvier,0.0
Bow,0.03759398496240601
Bowan,0.0
Bowden,0.0
Bowdie,0.0
Bowdrie,0.0
Bowdy,0.0
Bowe,0.0
Bowen,0.016026992830029525
Bower,0.0
Bowie,0.3108320251177394
Bowin,0.0
Bowman,0.0
Bowyn,0.08823529411764706
Boy,0.0
Boyan,0.0
Boyce,0.01063634696497341
Boyd,0.002427365748002091
Boyde,0.0
Boyden,0.0
Boyed,0.0
Boykin,0.0
Boynton,0.0
Boysie,0.0
Boz,0.0
Bozena,1.0
Brace,0.0
Bracelyn,1.0
Bracelynn,1.0
Bracen,0.0
Bracey,0.40816326530612246
Brach,0.0
Bracha,1.0
Bracie,1.0
Brack,0.0
Bracken,0.0
Brackston,0.0
Bracy,0.05813953488372093
Bracyn,0.0
Brad,0.002808887174355945
Bradan,0.0
Bradbury,0.0
Bradd,0.0
Bradden,0.0
Braddock,0.0
Braddox,0.0
Bradee,0.7053571428571429
Bradely,0.0
Braden,0.0063225178906412835
Braderick,0.0
Bradey,0.012711864406779662
Bradfield,0.0
Bradford,0.0012339819648789748
Bradi,1.0
Bradie,0.6986506746626686
Bradin,0.0
Bradlee,0.060882800608828
Bradleigh,0.962457337883959
Bradley,0.004757061884869827
Bradli,1.0
Bradlie,0.7884615384615384
Bradly,0.0012021857923497268
Bradlyn,0.0
Bradney,0.0
Bradnon,0.0
Bradon,0.0
Bradrick,0.0
Bradshaw,0.0
Bradson,0.0
Brady,0.019272174116545752
Bradyen,0.0
Bradyn,0.04954337899543379
Bradynn,0.25
Brae,0.6159695817490495
Braedan,0.0
Braeden,0.017855756540641254
Braedin,0.0
Braedon,0.0
Braedy,0.0
Braedyn,0.12029725963771482
Braegan,0.0
Braela,1.0
Braelan,0.0
Braelee,1.0
Braelei,1.0
Braeleigh,1.0
Braelen,0.0
Braeley,1.0
Braeli,1.0
Braelie,1.0
Braelin,0.4292237442922374
Braelinn,1.0
Braelon,0.0
Braely,1.0
Braelyn,0.8986132914704343
Braelyne,1.0
Braelynn,0.9770054873268879
Braelynne,1.0
Braesen,0.0
Braeson,0.0
Braesyn,0.0
Braeton,0.0
Braeya,1.0
Brage,0.0
Braham,0.0
Braheem,0.0
Brahian,0.0
Brahim,0.0
Brahin,0.0
Brahm,0.0
Braian,0.0
Braidan,0.0
Braiden,0.023082763857251328
Braidon,0.0
Braidy,0.7391304347826086
Braidyn,0.152014652014652
Braijon,0.0
Brailee,1.0
Braileigh,1.0
Brailen,0.0
Brailey,0.9941451990632318
Brailin,0.0
Brailon,0.0
Braily,1.0
Brailyn,0.7510121457489879
Brailynn,0.9770554493307839
Brain,0.0021734405564007822
Braina,1.0
Brainard,0.0
Brainna,1.0
Brais,0.0
Braisley,1.0
Braison,0.0
Braiya,1.0
Brajon,0.0
Bralan,0.0
Bralee,1.0
Bralei,1.0
Braleigh,1.0
Bralen,0.017123287671232876
Braley,0.956
Bralie,1.0
Bralin,0.0
Brallan,0.0
Bralon,0.0
Bralyn,0.3875739644970414
Bralynn,0.8103837471783296
Bralynne,1.0
Bram,0.0
Bran,0.0
Brana,1.0
Branae,1.0
Branan,0.0
Branasia,1.0
Brance,0.0
Branch,0.0
Branco,0.0
Brancon,0.0
Brancy,1.0
Brand,0.06716417910447761
Branda,1.0
Brandace,1.0
Brandais,1.0
Brandal,0.0
Brandale,0.0
Brandall,0.0
Brandalyn,1.0
Brandalynn,1.0
Brandan,0.01705150976909414
Brandarius,0.0
Brandasia,1.0
Branddon,0.0
Brande,1.0
Brandea,1.0
Brandee,1.0
Brandeis,1.0
Brandel,0.2
Brandell,0.061855670103092786
Brandelyn,1.0
Brandelynn,1.0
Branden,0.012190166598943519
Brandenn,0.0
Brander,0.0
Brandessa,1.0
Brandey,1.0
Brandi,0.996175513454524
Brandia,1.0
Brandiann,1.0
Brandice,1.0
Brandie,0.9981623471262911
Brandii,1.0
Brandilee,1.0
Brandilyn,1.0
Brandilynn,1.0
Brandin,0.049068767908309455
Brandina,1.0
Brandis,0.8968058968058968
Brandise,1.0
Brandisha,1.0
Brandiss,1.0
Brandley,0.0
Brandlyn,1.0
Brandn,0.0
Brando,0.0
Brandol,0.0
Brandolyn,1.0
Brandom,0.0
Brandon,0.005499090816984925
Brandonjames,0.0
Brandonkyle,0.0
Brandonlee,0.0
Brandonmichael,0.0
Brandonn,0.0
Brandonray,0.0
Brandson,0.0
Brandt,0.006926722566532993
Brandtley,0.0
Brandtly,0.0
Brandton,0.0
Brandun,0.0
Brandy,0.9795192192164438
Brandyann,1.0
Brandyce,1.0
Brandye,1.0
Brandylee,1.0
Brandylynn,1.0
Brandyn,0.08345091715379964
Braneisha,1.0
Branen,0.0
Branesha,1.0
Branford,0.0
Branham,0.0
Brania,1.0
Braniah,1.0
Branigan,0.5571428571428572
Branisha,1.0
Braniya,1.0
Braniyah,1.0
Branko,0.0
Branlee,0.0
Branly,0.0
Brann,0.0
Branna,1.0
Brannan,0.028871391076115485
Branndon,0.0
Brannen,0.0
Brannick,0.0
Brannigan,0.30434782608695654
Brannock,0.0
Brannon,0.025179075320164966
Branon,0.0
Branoon,0.0
Bransen,0.0
Bransford,0.0
Branson,0.0008843296781039972
Branston,0.0
Bransyn,0.0
Brant,0.0011025358324145535
Branten,0.0
Brantlee,0.1205564142194745
Brantleigh,0.9264705882352942
Brantley,0.03563615428900403
Brantlie,1.0
Brantly,0.007132667617689016
Branton,0.0
Brantson,0.0
Branwen,1.0
Branwyn,1.0
Brany,1.0
Branya,1.0
Branyah,1.0
Brasen,0.0
Brashad,0.0
Brashaun,0.0
Brashawn,0.0
Brasher,0.0
Brasi,0.0
Brasia,1.0
Brason,0.0
Braston,0.0
Braulia,1.0
Braulio,0.0
Braun,0.0
Brave,0.1452991452991453
Braven,0.0
Bravery,0.2830188679245283
Bravin,0.0
Bravlio,0.0
Bravo,0.0
Bravon,0.0
Bravyn,0.0
Brawley,0.0
Brax,0.0
Braxden,0.0
Braxdon,0.0
Braxdyn,0.0
Braxen,0.0
Braxlee,0.5
Braxleigh,1.0
Braxley,0.22580645161290322
Braxon,0.0
Braxson,0.0
Braxsten,0.0
Braxston,0.0
Braxstyn,0.0
Braxtan,0.0
Braxten,0.0045662100456621
Braxtin,0.01597444089456869
Braxton,0.01676388536647223
Braxtyn,0.19516407599309155
Braxtynn,0.47619047619047616
Braxx,0.0
Braxxton,0.0
Bray,0.04269662921348315
Braya,1.0
Brayah,1.0
Brayam,0.0
Brayan,0.0013420817178645989
Brayana,1.0
Brayanna,1.0
Brayant,0.0
Brayce,0.0
Braycen,0.0
Braydan,0.0099601593625498
Brayde,0.0
Braydee,0.9180327868852459
Brayden,0.00908126867829943
Braydenn,0.0
Braydi,1.0
Braydin,0.01193058568329718
Braydn,0.0
Braydon,0.0018746434102208818
Braydyn,0.0
Brayelle,1.0
Brayen,0.0
Brayhan,0.0
Brayla,1.0
Braylah,1.0
Braylan,0.04868549172346641
Brayland,0.0
Brayle,1.0
Braylea,1.0
Braylee,0.9852492370295015
Braylei,1.0
Brayleigh,1.0
Braylen,0.056304619225967543
Braylend,0.0
Braylenn,0.3125
Brayley,1.0
Brayli,1.0
Braylie,1.0
Braylin,0.35716607084822877
Braylinn,1.0
Brayln,0.0
Braylon,0.007948551195895657
Braylyn,0.57356608478803
Braylynn,0.894919168591224
Braylynne,1.0
Brayn,0.0
Braynt,0.0
Brayon,0.0
Brayonna,1.0
Braysen,0.0
Brayshaun,0.0
Brayson,0.0
Brayston,0.0
Brayten,0.0
Brayton,0.010638297872340425
Brayven,0.0
Brayzen,0.0
Brazen,0.0
Brazil,0.8860103626943006
Brazos,0.0
Bre,1.0
Brea,1.0
Breaanna,1.0
Breaden,0.0
Breah,1.0
Breahanna,1.0
Breahna,1.0
Breahnna,1.0
Breaira,1.0
Breaja,1.0
Breajah,1.0
Breaker,0.0
Breale,1.0
Brealeigh,1.0
Brealle,1.0
Brealyn,1.0
Brealynn,1.0
Brean,0.935064935064935
Breana,1.0
Breanah,1.0
Breanca,1.0
Breanda,1.0
Breandan,0.0
Breandra,1.0
Breandrea,1.0
Breane,1.0
Breania,1.0
Breann,1.0
Breanna,0.9991925365532491
Breannah,1.0
Breanne,1.0
Breannia,1.0
Breannon,1.0
Breara,1.0
Breasha,1.0
Breashia,1.0
Breasia,1.0
Breasya,1.0
Breaun,0.7619047619047619
Breauna,1.0
Breaunna,1.0
Breawna,1.0
Breayla,1.0
Breayna,1.0
Breazae,1.0
Breazia,1.0
Brec,0.0
Brecca,1.0
Breccan,0.0
Brecia,1.0
Breck,0.16552315608919382
Breckan,0.0
Brecken,0.2079631457716354
Brecker,0.0
Breckin,0.12177777777777778
Brecklin,1.0
Brecklyn,1.0
Brecklynn,1.0
Breckon,0.0
Breckyn,0.7780859916782247
Breckynn,1.0
Brecon,0.0
Breda,1.0
Bredan,0.0
Bredyn,0.0
Bree,0.9979102642901044
Breea,1.0
Breeah,1.0
Breeahna,1.0
Breean,1.0
Breeana,1.0
Breeann,1.0
Breeanna,1.0
Breeannah,1.0
Breeanne,1.0
Breeauna,1.0
Breeaunna,1.0
Breece,0.7555555555555555
Breegan,1.0
Breelan,1.0
Breelee,1.0
Breeleigh,1.0
Breeley,1.0
Breelin,1.0
Breella,1.0
Breelle,1.0
Breely,1.0
Breelyn,1.0
Breelynn,1.0
Breen,1.0
Breena,1.0
Breeona,1.0
Breeonna,1.0
Brees,0.20238095238095238
Breesa,1.0
Breese,1.0
Breesha,1.0
Breeya,1.0
Breeyah,1.0
Breeyana,1.0
Breeyanna,1.0
Breez,0.5238095238095238
Breeza,1.0
Breeze,0.9433962264150944
Breezi,1.0
Breezie,1.0
Breezy,1.0
Breh,0.0
Brehan,1.0
Brehana,1.0
Brehanna,1.0
Brehea,1.0
Brehon,0.0
Brei,1.0
Breia,1.0
Breiah,1.0
Breiana,1.0
Breiann,1.0
Breianna,1.0
Breianne,1.0
Breiden,0.0
Breidy,1.0
Breidyn,0.0
Breigh,1.0
Breigha,1.0
Breighana,1.0
Breighanna,1.0
Breighden,0.0
Breighlyn,1.0
Breighlynn,1.0
Breighton,0.0
Breilyn,1.0
Breilynn,1.0
Brein,1.0
Breina,1.0
Breindel,1.0
Breindy,1.0
Breinne,1.0
Breion,0.24725274725274726
Breiona,1.0
Breionna,1.0
Breisha,1.0
Brejae,1.0
Brejon,0.0
Brek,0.0
Breken,0.0
Brekia,1.0
Brekin,0.0
Brekka,1.0
Brekke,1.0
Brekken,0.05704697986577181
Brekkin,0.0
Brekkyn,1.0
Breklyn,1.0
Breklynn,1.0
Brekon,0.0
Brekyn,0.6754385964912281
Brelan,0.0
Breland,0.14168937329700274
Brelee,1.0
Breleigh,1.0
Brelen,0.0
Brelin,0.0
Brelle,1.0
Brelon,0.0
Brely,1.0
Brelyn,0.9238476953907816
Brelynn,0.9919093851132686
Bremen,0.0
Bren,0.22607260726072606
Brena,1.0
Brenae,1.0
Brenai,1.0
Brenan,0.0
Brenard,0.0
Brenasia,1.0
Brenay,1.0
Brenaya,1.0
Brence,0.0
Brend,1.0
Brenda,0.99651325652963
Brendaa,1.0
Brendalee,1.0
Brendalis,1.0
Brendaliz,1.0
Brendaly,1.0
Brendalyn,1.0
Brendalynn,1.0
Brendan,0.0036794674395435197
Brendasia,1.0
Brendell,0.7916666666666666
Brendella,1.0
Brenden,0.00170961045304677
Brender,1.0
Brendetta,1.0
Brendi,1.0
Brendia,1.0
Brendin,0.0
Brendolyn,1.0
Brendon,0.0011433917156072968
Brendt,0.0
Brendy,1.0
Brendyn,0.0
Brene,1.0
Brenea,1.0
Brenee,1.0
Breneisha,1.0
Brenen,0.0
Brener,0.0
Brenesha,1.0
Breneshia,1.0
Brenetta,1.0
Brenette,1.0
Brenham,0.0
Brenia,1.0
Breniah,1.0
Brenice,1.0
Brenicia,1.0
Brenika,1.0
Brenin,0.03225806451612903
Brenisha,1.0
Brenita,1.0
Breniya,1.0
Breniyah,1.0
Brenlee,1.0
Brenleigh,1.0
Brenley,0.9629629629629629
Brenli,1.0
Brenlie,1.0
Brenly,1.0
Brenlyn,1.0
Brenlynn,1.0
Brenn,0.5039370078740157
Brenna,1.0
Brennae,1.0
Brennah,1.0
Brennan,0.061139054640882255
Brennda,1.0
Brenndan,0.0
Brennden,0.0
Brenndon,0.0
Brennen,0.020644861980978892
Brenner,0.00510204081632653
Brennick,0.0
Brennin,0.0
Brennley,1.0
Brennon,0.0
Brennus,0.0
Brennyn,0.5277777777777778
Breno,0.0
Brenon,0.0
Brensen,0.0
Brenson,0.0
Brent,0.004083778683683611
Brentan,0.0
Brenten,0.0
Brentin,0.0
Brentlee,0.16703296703296702
Brentleigh,1.0
Brentley,0.06720741599073002
Brently,0.017013232514177693
Brentney,1.0
Brentnie,1.0
Brenton,0.0012888443362451668
Brentson,0.0
Brentt,0.0
Brentten,0.0
Brentton,0.0
Brentwood,0.0
Brentyn,0.0
Brenya,1.0
Brenyn,0.25517241379310346
Breon,0.12028204064703442
Breona,1.0
Breonah,1.0
Breonca,1.0
Breonda,1.0
Breondra,1.0
Breonia,1.0
Breonica,1.0
Breonka,1.0
Breonna,1.0
Breonnah,1.0
Breonne,1.0
Breontae,0.0
Breonte,0.45454545454545453
Breosha,1.0
Brescia,1.0
Breseis,1.0
Bresha,1.0
Breshae,1.0
Breshai,1.0
Breshaun,0.0
Breshauna,1.0
Breshawn,0.4430379746835443
Breshawna,1.0
Breshay,1.0
Breshayla,1.0
Breshey,1.0
Breshia,1.0
Breshonna,1.0
Breshuna,1.0
Breslin,0.41847826086956524
Breslyn,1.0
Breslynn,1.0
Bret,0.007782362215289658
Breta,1.0
Brete,0.0
Bretha,1.0
Bretley,0.0
Bretney,1.0
Breton,0.0
Brett,0.02031567432411314
Bretta,1.0
Brettany,1.0
Brette,0.9810017271157168
Bretten,0.0
Brettlee,0.0
Brettley,0.0
Brettly,0.0
Brettney,1.0
Brettnie,1.0
Bretton,0.0
Breuna,1.0
Breunna,1.0
Brevan,0.0
Brevard,0.0
Breven,0.0
Brevin,0.0
Brevon,0.0
Brevyn,0.05612244897959184
Brewer,0.0
Brewster,0.0
Brex,0.0
Brexlee,1.0
Brexley,1.0
Brexlie,1.0
Brexlyn,1.0
Brexten,0.0
Brextin,0.0
Brexton,0.0
Brextyn,0.0
Brey,0.0
Breya,1.0
Breyah,1.0
Breyan,0.3333333333333333
Breyana,1.0
Breyanah,1.0
Breyanna,1.0
Breyannah,1.0
Breyanne,1.0
Breyauna,1.0
Breyawna,1.0
Breydan,0.0
Breyden,0.0
Breydi,1.0
Breydin,0.0
Breydon,0.0
Breyell,1.0
Breyelle,1.0
Breyen,0.0
Breyer,0.12264150943396226
Breylan,0.0
Breylee,1.0
Breylen,0.0
Breylin,0.2088607594936709
Breylon,0.0
Breylyn,1.0
Breylynn,1.0
Breyn,1.0
Breyon,0.13688760806916425
Breyona,1.0
Breyonce,1.0
Breyonia,1.0
Breyonna,1.0
Breyson,0.0
Breyton,0.0
Breyunna,1.0
Brezae,1.0
Breze,1.0
Brezhane,1.0
Brezlin,0.45454545454545453
Brezlyn,1.0
Brezlynn,1.0
Brezzy,1.0
Brhea,1.0
Brhett,0.0
Brhianna,1.0
Bri,1.0
Bria,0.995933155871044
Briah,1.0
Briahna,1.0
Briahnna,1.0
Briaja,1.0
Briajah,1.0
Brialle,1.0
Briam,0.0
Briamarie,1.0
Brian,0.0039200266486261875
Briana,0.9978054851952135
Brianah,1.0
Brianalee,1.0
Brianamarie,1.0
Briananthony,0.0
Brianca,1.0
Briance,1.0
Brianda,0.9972113775794758
Briandra,1.0
Briane,0.8433048433048433
Briani,1.0
Briania,1.0
Brianica,1.0
Brianie,1.0
Brianka,1.0
Briann,0.9870717517776342
Brianna,0.9982944692657649
Briannah,1.0
Briannalee,1.0
Briannan,1.0
Brianne,0.9984050241738524
Brianney,1.0
Brianni,1.0
Briannia,1.0
Briannica,1.0
Briannie,1.0
Briannon,1.0
Brianny,1.0
Briant,0.0
Briante,0.9468085106382979
Briany,1.0
Briar,0.35153797865662273
Briara,1.0
Briarrose,1.0
Briasha,1.0
Briasia,1.0
Briauna,1.0
Briaunna,1.0
Briawna,1.0
Briayan,0.0
Briazia,1.0
Bric,0.0
Brice,0.023024351403357443
Briceida,1.0
Briceidy,1.0
Bricelyn,1.0
Bricelynn,1.0
Bricen,0.0
Briceson,0.0
Briceston,0.0
Briceton,0.0
Briceyda,1.0
Brichelle,1.0
Bricia,1.0
Brick,0.0
Bricker,0.0
Bricola,1.0
Bricyn,0.0
Bridan,0.0
Briden,0.0
Bridey,1.0
Bridge,0.09433962264150944
Bridger,0.0012742099898063201
Bridges,0.0
Bridget,0.9983050272890607
Bridgete,1.0
Bridgett,1.0
Bridgetta,1.0
Bridgette,0.9993041965644706
Bridgid,1.0
Bridgit,1.0
Bridgitt,1.0
Bridgitte,1.0
Bridie,1.0
Bridjette,1.0
Bridney,1.0
Bridon,0.0
Bridy,1.0
Bridyn,0.0
Brie,1.0
Briea,1.0
Brieah,1.0
Brieana,1.0
Brieann,1.0
Brieanna,1.0
Brieanne,1.0
Briel,1.0
Briela,1.0
Briele,1.0
Brielee,1.0
Briell,1.0
Briella,1.0
Briellah,1.0
Brielle,1.0
Brielyn,1.0
Brielynn,1.0
Brien,0.0014136273678258412
Briena,1.0
Brienna,1.0
Brienne,0.9961180124223602
Brieon,1.0
Brieona,1.0
Brieonna,1.0
Brier,0.35570469798657717
Brierra,1.0
Brierre,1.0
Briesha,1.0
Brietta,1.0
Briette,1.0
Brieya,1.0
Brig,0.0
Brigden,0.0
Brigdon,0.0
Briget,1.0
Brigett,1.0
Brigetta,1.0
Brigette,1.0
Brigg,0.0
Briggett,1.0
Briggette,1.0
Briggitte,1.0
Briggs,0.007029876977152899
Briggston,0.0
Brigham,0.0
Brighid,1.0
Brighley,1.0
Bright,0.024875621890547265
Brighten,0.40939597315436244
Brightly,1.0
Brighton,0.3487078835459601
Brightyn,1.0
Brigid,1.0
Brigida,1.0
Brigido,0.0
Brigina,1.0
Brigit,1.0
Brigita,1.0
Brigitt,1.0
Brigitta,1.0
Brigitte,1.0
Brigston,0.0
Brihana,1.0
Brihanna,1.0
Brihany,1.0
Brij,0.0
Brijae,1.0
Brijesh,0.0
Brijet,1.0
Brijette,1.0
Brijida,1.0
Brijido,0.0
Brijin,1.0
Brik,0.0
Brilan,0.0
Brilea,1.0
Brilee,0.9820538384845464
Brilei,1.0
Brileigh,1.0
Brilen,0.0
Briley,0.8072442955161959
Brilie,1.0
Brilliant,0.0
Brilyn,0.855595667870036
Brilynn,0.9916666666666667
Brilynne,1.0
Brin,0.9084158415841584
Brina,0.9960474308300395
Brinae,1.0
Brinda,1.0
Brinden,0.0
Brinder,1.0
Brindi,1.0
Brindin,0.0
Brindle,1.0
Brindley,1.0
Brindon,0.0
Brindy,1.0
Brinesha,1.0
Briney,1.0
Brinisha,1.0
Briniya,1.0
Briniyah,1.0
Brink,0.0
Brinklee,1.0
Brinkley,0.962037962037962
Brinlea,1.0
Brinlee,1.0
Brinleigh,1.0
Brinley,0.9835503769705277
Brinli,1.0
Brinlie,1.0
Brinly,1.0
Brinlyn,1.0
Brinlynn,1.0
Brinn,0.9698795180722891
Brinna,1.0
Brinnlee,1.0
Brinnley,1.0
Brinnly,1.0
Brinslee,1.0
Brinsley,1.0
Brinson,0.019736842105263157
Brint,0.0
Brintney,1.0
Brinton,0.0
Brinya,1.0
Brion,0.030512168543407193
Briona,1.0
Brionca,1.0
Brione,0.8307692307692308
Brioni,1.0
Brionica,1.0
Brionna,1.0
Brionnah,1.0
Brionne,0.9668874172185431
Brionni,1.0
Briony,1.0
Brisa,1.0
Brisaida,1.0
Brisais,1.0
Brisamar,1.0
Brisayda,1.0
Brisco,0.0
Briscoe,0.0
Briseida,1.0
Briseidy,1.0
Briseis,1.0
Briselda,1.0
Brisen,0.0
Briseyda,1.0
Brisha,1.0
Brishae,1.0
Brishana,1.0
Brishaun,0.0
Brishauna,1.0
Brishawn,0.0
Brishen,0.0
Brishon,1.0
Brisia,1.0
Brisna,1.0
Brisny,1.0
Brison,0.0
Brissa,1.0
Brisseida,1.0
Brisseyda,1.0
Brissia,1.0
Bristal,1.0
Bristen,0.5945945945945946
Brister,0.0
Bristin,0.6666666666666666
Bristol,0.9202108324245729
Briston,0.0
Bristy,1.0
Bristyl,1.0
Bristyn,1.0
Brisyn,0.0
Brit,0.18985695708712613
Brita,1.0
Britain,0.45754328112118714
Britainy,1.0
Britan,0.2972972972972973
Britane,1.0
Britanee,1.0
Britaney,1.0
Britani,1.0
Britania,1.0
Britanie,1.0
Britanna,1.0
Britanni,1.0
Britannia,1.0
Britannica,1.0
Britanny,1.0
Britany,1.0
Britanya,1.0
Briteny,1.0
Brithanny,1.0
Brithany,1.0
Brithney,1.0
Brithny,1.0
Britian,0.11494252873563218
Britiany,1.0
Britinee,1.0
Britiney,1.0
Britini,1.0
Britiny,1.0
British,0.9045454545454545
Britlany,1.0
Britlee,1.0
Britleigh,1.0
Britley,1.0
Britlyn,1.0
Britlynn,1.0
Britnae,1.0
Britnai,1.0
Britnay,1.0
Britne,1.0
Britnee,1.0
Britnei,1.0
Britney,0.9975779859348098
Britni,1.0
Britnie,1.0
Britny,1.0
Britnye,1.0
Briton,0.009689922480620155
Britt,0.3857333333333333
Britta,1.0
Brittain,0.4411764705882353
Brittainey,1.0
Brittaini,1.0
Brittainy,1.0
Brittan,0.6449799196787148
Brittana,1.0
Brittanae,1.0
Brittane,1.0
Brittanee,1.0
Brittaney,1.0
Brittani,0.9981241473396999
Brittania,1.0
Brittanica,1.0
Brittanie,1.0
Brittanii,1.0
Brittanni,1.0
Brittannie,1.0
Brittanny,1.0
Brittant,1.0
Brittany,0.9969909449214519
Brittanya,1.0
Brittanyann,1.0
Brittanye,1.0
Brittanylee,1.0
Brittanymarie,1.0
Brittanynicole,1.0
Brittary,1.0
Brittay,1.0
Britte,1.0
Britten,0.4119804400977995
Britteney,1.0
Britteni,1.0
Britteny,1.0
Britthany,1.0
Brittian,0.23636363636363636
Brittiana,1.0
Brittiani,1.0
Brittiany,1.0
Brittie,1.0
Brittin,0.6626865671641791
Brittina,1.0
Brittinay,1.0
Brittine,1.0
Brittinee,1.0
Brittiney,1.0
Brittini,1.0
Brittinie,1.0
Brittiny,1.0
Brittish,1.0
Brittlee,1.0
Brittley,1.0
Brittlyn,1.0
Brittlynn,1.0
Brittna,1.0
Brittnae,1.0
Brittnany,1.0
Brittnay,1.0
Brittne,1.0
Brittnea,1.0
Brittnee,1.0
Brittnei,1.0
Brittney,0.9967650577406675
Brittneyann,1.0
Brittni,0.99899849774662
Brittnie,1.0
Brittnii,1.0
Brittny,1.0
Brittnye,1.0
Britton,0.21853195646106616
Brittoni,1.0
Brittony,1.0
Britttany,1.0
Brittyn,1.0
Brityn,1.0
Britza,1.0
Britzel,1.0
Britzy,1.0
Briuna,1.0
Briunna,1.0
Brix,0.0
Brixley,1.0
Brixon,0.0
Brixton,0.10556186152099886
Brixtyn,1.0
Briya,1.0
Briyah,1.0
Briyan,0.0
Briyana,1.0
Briyanah,1.0
Briyanna,1.0
Briyelle,1.0
Briyit,1.0
Briyith,1.0
Briyon,0.0
Briyona,1.0
Briyonna,1.0
Briza,1.0
Brizeida,1.0
Brizeth,1.0
Brizeyda,1.0
Brizia,1.0
Brizleth,1.0
Brizza,1.0
Brizzia,1.0
Brnadon,0.0
Brndon,0.0
Broadus,0.0
Broady,0.0
Broc,0.0
Broch,0.0
Brocha,1.0
Brock,0.0019066503965832825
Brockman,0.0
Brockston,0.0
Brockton,0.0
Brocton,0.0
Brodan,0.0
Brodderick,0.0
Broddrick,0.0
Brode,0.0
Brodee,0.026501766784452298
Broden,0.0
Broder,0.0
Broderic,0.0
Broderick,0.0
Broderik,0.0
Brodey,0.0
Brodi,0.1828410689170183
Brodie,0.038423537161049515
Brodin,0.0
Brodix,0.0
Brodney,0.0
Brodric,0.0
Brodrick,0.0
Brodus,0.0
Brody,0.003599438619664823
Brodyn,0.0
Broedy,0.0
Brogan,0.17573423206547906
Brogen,0.0
Broghan,0.1891891891891892
Brogyn,0.0
Brohdy,0.0
Brok,0.0
Brolin,0.0
Broly,0.0
Brom,0.0
Bromley,0.0
Bron,0.0
Brona,1.0
Bronagh,1.0
Bronc,0.0
Bronce,0.0
Bronco,0.0
Bronda,1.0
Brondon,0.0
Bronica,1.0
Bronis,0.0
Bronislaus,0.0
Bronislava,1.0
Bronislaw,0.0
Bronislawa,1.0
Bronko,0.0
Bronna,1.0
Bronner,0.0
Bronnie,0.8904109589041096
Bronsen,0.0
Bronson,0.0
Bronston,0.0
Bronsyn,0.0
Bronte,0.9784172661870504
Bronti,1.0
Bronwen,1.0
Bronwyn,1.0
Bronwynn,1.0
Bronx,0.0063371356147021544
Bronxton,0.0
Bronze,0.0
Brook,0.7584487122227185
Brookann,1.0
Brooke,0.9892920816919152
Brookeann,1.0
Brookelin,1.0
Brookelle,1.0
Brookelyn,1.0
Brookelyne,1.0
Brookelynn,1.0
Brookelynne,1.0
Brooker,0.0
Brookes,0.34375
Brookie,0.9870848708487084
